CCSUID,Centroid_X,Centroid_Y
1001214,8970782.469490832,2071056.4875104798
1001259,8911803.037798714,2100379.513179269
1001304,8928784.3162012,2135367.5006556204
1001357,8932876.273472527,2162355.3830245566
1001472,8955325.847080057,2115231.307502706
1001519,8976425.78700687,2138052.00558524
1002001,8848440.92541405,2057650.5189895146
1003001,8704287.65506716,2023067.906770098
1004006,8569368.801766038,1989708.3199565662
1005007,8571666.787034435,2147211.9114921894
1005010,8600232.356507288,2085659.8033190693
1006014,8700953.365921734,2129651.7225500317
1007028,8820090.211902298,2191987.0349335703
1007031,8853696.233611394,2155162.888623412
1008036,8748613.256166862,2240677.267971506
1008058,8644322.993982688,2197321.8538212553
1009001,8545585.491270738,2268887.849190621
1010001,8080847.054049654,2375235.5625042007
1011005,8151667.722890409,2562436.819116469
1011040,7822287.187473491,2746211.367315067
1102022,8353167.146853198,1613583.1790097493
1102040,8356113.026828199,1622510.0385935537
1102085,8360637.557928375,1616328.3989479386
1103020,8293149.737411381,1610348.8887308356
1103064,8269971.678709357,1644949.0586817577
1201006,8319365.624633545,1294524.580306289
1202001,8287751.860669271,1294196.3302364403
1202004,8265050.665861572,1287704.0495117607
1203001,8253493.94280285,1314979.2952754698
1203004,8265808.150516022,1343587.3805340058
1204010,8332260.126363504,1345570.0252987558
1205001,8297304.0387951685,1384150.990393118
1205004,8267867.603646526,1384051.8481178414
1205009,8281249.140521832,1407208.4410165024
1205014,8288455.9460412245,1422797.5331664784
1206001,8348569.863664839,1384120.9446455368
1206009,8354315.643952858,1417432.4269913342
1207001,8311506.07736679,1432974.1756978552
1207011,8328839.542483876,1441315.9158812147
1207016,8322141.5500637,1465437.735132339
1207021,8338366.632459499,1454663.9013805068
1208003,8357759.657123243,1455476.8452679096
1208008,8381664.575819502,1482824.4816536154
1209034,8432813.541772397,1478263.5673741798
1210001,8414465.423605295,1518414.4568914787
1210008,8390970.220910378,1543644.765480623
1210012,8357962.806754003,1517961.1537778783
1211001,8299632.037477346,1494687.8817856438
1211006,8325619.569307949,1519342.4235975188
1211009,8323831.122325881,1548909.5728898149
1211014,8357986.882032323,1547251.3374826573
1212001,8409576.958010407,1566751.3278720416
1212006,8435377.33959284,1552215.3796472966
1212011,8454924.927486727,1571268.131245107
1213001,8487016.545082854,1545978.2030318365
1213004,8523534.177569969,1585494.762997375
1214001,8473923.151792856,1594880.2786438174
1214006,8497125.260985212,1599428.7761540269
1215001,8518010.239721159,1641407.421308796
1215006,8502963.810906444,1663677.597065934
1215011,8506224.706295958,1720560.7496953406
1216006,8558058.36617945,1643581.4596673613
1217030,8577975.595734414,1697697.3028370817
1218001,8528656.229292005,1726225.5840449713
1302004,8154191.418839449,1356240.5567653677
1302006,8147275.634750525,1365041.0124809775
1302008,8170061.751819123,1402882.9131131934
1302011,8153641.309972358,1399273.4518863386
1302044,8127898.774192192,1397608.0491635846
1303001,8151410.710364212,1453975.4201243517
1303008,8137752.428591175,1445807.5218295779
1303016,8152331.418705831,1506064.64016635
1304004,8170083.418011747,1450181.3670148877
1304008,8197561.717834683,1507078.6155537341
1304011,8179951.985149967,1480498.895041425
1304024,8177684.653954347,1514377.4551837977
1305006,8213640.514838401,1454273.6881370016
1305014,8195925.804749424,1444395.5095282213
1305016,8209115.384518796,1466815.3828566223
1305021,8223471.542660439,1479780.3132484455
1305024,8238305.469314924,1481036.5736972569
1305026,8233600.660107783,1500057.5444514202
1305028,8219859.35267505,1514601.0145291376
1305031,8212756.119067018,1494374.7115012102
1305034,8200979.583167114,1475366.2689455578
1305036,8184834.880389379,1434644.9613096882
1305045,8203461.444466529,1437378.3695349947
1306001,8274134.872718322,1512942.153170001
1306007,8261802.375439269,1494150.0710830241
1306008,8252065.956832887,1510948.276199342
1306011,8266672.466881675,1529761.9276776575
1306014,8253910.010644313,1536460.1962299577
1307001,8304835.304666234,1556282.845851475
1307004,8310895.65046518,1577023.8950304808
1307005,8276299.978734649,1568229.472433602
1307008,8291634.480900661,1550318.7477902237
1307013,8277202.7154502645,1544138.1159337517
1307019,8248023.799249911,1552583.8512559999
1307024,8228049.052079222,1533242.0397414756
1308001,8253051.979622995,1575917.4010443334
1308004,8241406.468122436,1588916.0203892426
1308014,8213555.710334697,1582009.6186807016
1308016,8228234.739234606,1600724.393233996
1309004,8184224.27615174,1616416.9392601387
1309026,8113903.90372298,1586909.1559090423
1309031,8158435.8172435565,1620109.4988896588
1309036,8171902.651441618,1654876.5806700243
1310001,8126978.510794457,1443686.3781221563
1310004,8085578.776989104,1433485.6893870253
1310016,8102570.459236478,1444183.6502505955
1310018,8118956.848735815,1460942.6400746095
1310021,8097214.416325053,1467131.8489109897
1310024,8075720.611929237,1468913.9300226285
1310026,8092358.108007355,1480783.8035361385
1310028,8093565.659328688,1500884.5139917142
1310036,8097329.296351424,1533659.1822698305
1311001,8045515.218286786,1456598.4741248009
1311004,8055149.146186296,1459269.4685298577
1311008,8061666.599532611,1469602.6125540172
1311011,8061192.621483091,1493640.6114436828
1311014,8045952.256320326,1476548.3382877398
1311018,8035336.391540607,1485231.6847844743
1311024,8044105.1296061035,1494278.8338849668
1311026,8059524.716389277,1514338.7090386113
1311028,8053553.325331458,1525818.0529360936
1311031,8029142.619725354,1501426.3786712233
1312004,8044184.863830175,1562108.585772308
1312014,8019883.367904225,1571848.3406500556
1312021,8005466.855138827,1589068.0356580538
1313027,7949169.133456452,1575565.332708988
1314001,8073324.1557593625,1671393.4309759403
1314008,8033823.66818867,1648788.5400935132
1315012,8118699.557740644,1665160.0760554885
1315016,8148619.947170814,1698062.0904973978
1315019,8154424.688243094,1675151.388465682
1315026,8171294.229170085,1710584.0517188103
1315029,8187683.670841783,1732338.243217033
2402902,8133782.301857295,1796739.1107691661
2403904,8092651.311704898,1824271.3295999642
2404047,8046429.6040443545,1807349.546064902
2405010,8127214.647143142,1741445.8104816722
2405045,8119553.56351725,1729224.2454182978
2405060,8103562.192330453,1733405.1247587488
2405070,8083679.75141576,1734645.5922765094
2406013,8060981.594949849,1717675.1541957022
2406904,7983446.722344752,1667512.035541717
2407018,8013501.496369502,1731131.5939064834
2407025,7973712.825169545,1692961.3086502252
2407047,7965713.361459718,1714201.2508253835
2407080,7954461.795840854,1714637.2099180017
2407085,7939328.751594536,1720549.5842109844
2407902,8000256.799040012,1691006.0773662103
2407912,7948385.21219742,1696251.2433874425
2408015,7967600.918203102,1768109.6894311476
2408053,7949591.211407772,1746647.4088032318
2409020,7932812.904045193,1697017.8443515722
2409085,7909523.476402955,1704307.241505612
2409092,7902143.573656245,1695646.1789007531
2410005,7900946.979301963,1648131.3281794353
2410043,7895894.978704017,1677185.8497029808
2410070,7875522.454648858,1655902.9359520026
2410902,7920470.883530133,1655824.3521087356
2411020,7888047.460056026,1628022.3220429986
2411045,7862104.974072162,1629893.1966824115
2412005,7884123.821687474,1609809.6442132785
2412015,7855874.339536488,1585775.8862778745
2412043,7854041.7314579,1613873.8129329474
2412057,7846569.671464997,1602456.4925132925
2413045,7911030.31708558,1604298.1000208866
2413050,7919563.329330217,1610548.4385025683
2413055,7910598.432884318,1626870.8604261398
2414005,7854448.064529165,1529667.2927148058
2414035,7848082.660290873,1572723.861487789
2414045,7837320.34645077,1559599.1765724528
2414050,7834017.905777507,1552233.4843372027
2414904,7857127.369593842,1516711.4010681938
2415013,7808224.930488113,1578314.4678250083
2415904,7796650.156591692,1598217.2458968163
2416050,7793129.850378023,1542013.842139315
2417015,7854050.709480025,1475370.1871455426
2417045,7828637.510544021,1487896.3747080672
2417060,7826635.853161046,1517017.9888469263
2417078,7816507.57443748,1491882.2181822255
2418025,7838244.468832822,1466999.313045342
2418045,7815798.81764659,1479763.8728214747
2418050,7806851.095710707,1471685.8339604994
2419010,7818063.29639604,1436792.05066787
2419037,7811674.728743966,1449522.3629724067
2419055,7797427.704179414,1424920.7125888073
2419062,7786152.607538412,1426889.5705485935
2419070,7793495.558761794,1430929.560661048
2419075,7792051.669862198,1439083.124241433
2419105,7779168.549752591,1446919.212868088
2421040,7763714.280141568,1456280.7613169248
2422005,7731314.303359269,1438190.9748200332
2422902,7694320.879252804,1496158.673075607
2426005,7807217.21760376,1412402.5304755892
2426010,7800869.031193949,1405420.485617732
2426055,7778729.041756306,1407308.8538187474
2427015,7815274.727349645,1380215.7076356926
2427028,7816277.44089473,1390490.2018075748
2428025,7828333.368182481,1399281.086728879
2428030,7837928.685270127,1407179.7575984036
2428053,7829324.071974625,1414545.3232973055
2428070,7848548.019051017,1424243.0494864844
2429030,7812676.128556684,1358895.273001293
2429073,7828169.185526711,1377988.8487588984
2430005,7836016.548067851,1294436.3085542354
2430020,7821465.173620248,1308239.069285928
2430025,7839369.152752905,1315198.2855815003
2430045,7820068.748001358,1319840.7022452108
2430055,7842147.546113907,1328150.2433854
2430090,7813206.718572144,1347509.0337481827
2430095,7805938.392381825,1343174.164372533
2430105,7799549.10635255,1326735.609200064
2431008,7783900.0401778305,1331682.2245291
2431020,7778730.886900617,1340530.958849412
2431030,7763947.211245367,1340729.9539111953
2431040,7769310.156514354,1354370.0211909222
2431056,7796186.979093629,1361219.865212826
2431084,7782590.310398284,1363651.4872089226
2431105,7774952.120233162,1372748.8105697283
2432013,7758459.612401377,1355833.6125878498
2432023,7749406.704979551,1357557.5825061975
2432033,7734845.9713503,1362046.680929542
2432045,7742957.612482391,1366043.75705384
2432058,7760820.894470626,1375289.5733765145
2432065,7749618.155889514,1385317.1858019498
2432072,7746342.786587776,1375872.8276667548
2432085,7728658.778809088,1378949.71865893
2433035,7761915.753184302,1403258.772739371
2433040,7751435.989333042,1395532.1571474017
2433045,7755009.618563691,1406963.941317568
2433052,7746065.625721789,1401030.3666536273
2433090,7749757.470290343,1411622.040109128
2433095,7744124.422583656,1414938.3991189855
2433102,7732110.19353179,1406827.3315155518
2433123,7723870.161868151,1391932.499124565
2434007,7736123.660531137,1421009.1037302199
2434017,7729087.59548798,1425226.644269882
2434058,7709318.879218527,1403107.4897690567
2434060,7707527.128494728,1410098.1295052257
2434078,7698998.039422294,1402762.891930102
2434097,7698082.823259394,1415051.687862045
2434105,7704539.462501961,1425667.6311031368
2434902,7696875.570255596,1472430.9099578455
2435015,7678475.920003839,1403860.844353563
2435902,7658063.697757008,1438659.4695449506
2436033,7643860.680395313,1390464.209712228
2437210,7695598.52001664,1381917.3355710688
2437220,7687461.048369062,1375376.7879381578
2437235,7668316.609778149,1372284.257428197
2438028,7719327.965997232,1369206.7315743389
2438047,7714193.459031633,1386279.7848466889
2438055,7708278.793234372,1386228.072374591
2439010,7768599.049921033,1330523.3821450172
2439015,7757524.8108778875,1332933.6258665703
2439025,7742838.241640705,1324556.1780251071
2439030,7750673.141539557,1336559.1083670608
2439062,7736741.609936976,1341041.2069372775
2439077,7734745.589588781,1330109.9448142962
2439085,7725867.531377812,1331798.1290220087
2439097,7731718.192663925,1316724.7150434454
2439117,7715729.933997045,1330167.3333822915
2440010,7758978.803924472,1322215.0274731133
2440017,7756941.298911292,1313124.5170274815
2440047,7740769.980809136,1310257.5208577923
2441027,7812254.139122073,1289180.893794491
2441038,7787783.418335572,1278841.1791286236
2441055,7773558.133266479,1284548.804318258
2441070,7790426.587373675,1295922.064094532
2441085,7798020.907652421,1309398.3654007632
2441098,7784895.436073377,1316459.1695621149
2441117,7777038.120761778,1303173.5554060733
2442005,7765465.878278383,1291775.7164980664
2442032,7739517.805037189,1274058.233603047
2442040,7731732.702968971,1264576.0988509606
2442060,7725132.1777203195,1271774.9175358417
2442065,7724823.4400175195,1279848.473361543
2442075,7732067.759587375,1289206.9904693835
2442100,7749552.212749389,1297938.8273351463
2442110,7736056.210538559,1298542.8456287
2443027,7756905.099003471,1271547.8672918188
2444010,7801446.267796054,1250044.7406242983
2444023,7785062.741211246,1239592.7595478548
2444037,7776995.726172182,1241708.875058505
2444045,7767548.136400646,1237287.559881169
2444050,7761087.889293697,1235906.788696647
2444060,7781800.67001795,1264835.0112542475
2444071,7772521.055091259,1257417.3728593981
2445020,7754982.607355421,1228316.164825162
2445030,7736104.777501264,1226617.1378105995
2445043,7763640.547856702,1249364.1807761048
2445055,7761904.8537062425,1260782.273863716
2445060,7756015.91366147,1250942.1935370893
2445072,7747816.258991895,1249050.510928293
2445095,7735130.547955202,1247440.2593691603
2445105,7724980.377625502,1254321.0392656934
2445115,7741318.95278827,1262324.7765270947
2446010,7704403.1729615005,1212841.0729586235
2446017,7689422.084083054,1208165.138830201
2446045,7694118.167840413,1217601.9115264444
2446050,7702879.252478095,1224875.4254554922
2446058,7720129.172618072,1222455.7828820874
2446065,7726417.794193927,1241779.244750409
2446075,7716509.304292521,1237941.3644137834
2446078,7705018.69445072,1243143.4245822926
2446090,7698548.891700174,1235820.5333686098
2446095,7690553.994642242,1225136.923775346
2446100,7682393.5833891565,1221617.2273870273
2446105,7682352.855779016,1228321.6570303654
2446112,7685162.086417714,1234442.6262749645
2447010,7694375.697574789,1243164.3560402691
2447017,7697536.284058098,1252617.336589988
2447035,7712843.299704373,1252118.5466047945
2447047,7703130.799282964,1263531.280789991
2448015,7709018.207327257,1274207.9233751716
2448028,7703553.600723243,1282472.5548159545
2448038,7693880.6884763045,1281328.8525509334
2449020,7711889.951663918,1293938.868169045
2449025,7718721.586176345,1300916.0257429688
2449040,7704002.614595493,1297591.406669695
2449058,7702653.23425386,1312709.630774106
2449080,7706985.000682592,1325848.9908340264
2449085,7695608.130248949,1326696.530559521
2449100,7689588.469821486,1310057.564901722
2449113,7679495.325303699,1303334.0185533552
2449125,7684455.404184817,1314469.9215971555
2450005,7711765.457557718,1340790.911699582
2450013,7710088.135194325,1347301.9673634358
2450072,7681176.482446886,1343333.8596896385
2450085,7687176.706280747,1335871.4479356366
2450113,7668955.049453257,1323456.982563427
2451015,7654090.540202,1340129.1204845053
2451020,7661010.896858307,1348443.6939579516
2451040,7642855.7932128,1344046.8179032803
2451080,7649529.1680284375,1360397.516114879
2451085,7652685.022715855,1371177.1490691504
2452045,7648121.511900898,1320576.7825819054
2452062,7635217.597063016,1325915.621672692
2452090,7617586.026538135,1349478.0945576106
2453005,7672470.683644129,1308043.8460949038
2453025,7653972.516133904,1304388.6806493879
2453065,7650867.7326361,1308687.245228464
2453072,7662208.332509672,1315306.8531115947
2454017,7673281.394371314,1259298.3760138827
2454030,7666335.496901534,1264827.782939343
2454048,7675008.883968846,1273485.5414520968
2454060,7685095.549331373,1270045.6014975598
2454100,7677285.345822634,1292934.3475745413
2455008,7687183.769330355,1242454.1800571466
2455037,7672474.047439757,1250820.461078261
2455048,7665118.594495092,1246479.309997125
2455057,7660664.502920985,1242401.6553363781
2456015,7667207.757919179,1202183.6853826623
2456023,7660703.265245129,1201485.0976256547
2456042,7670576.355123903,1213176.263766174
2456065,7660389.823893464,1219525.8141533383
2456105,7676263.606152653,1237035.6248495814
2457010,7653263.616028931,1243278.4212630147
2457020,7653214.400105441,1253642.3193895244
2457068,7656739.437550875,1281688.328939657
2457075,7650071.629993583,1285008.310226405
2458227,7642226.4245259315,1250263.2330857958
2459010,7646670.616831529,1260674.8245801472
2459015,7647021.100567262,1267643.1028589169
2459020,7639133.812099752,1267714.1193565738
2460028,7630991.783627591,1286223.9886180065
2461040,7614055.607869906,1306451.6775248656
2461045,7621899.246203761,1311110.3401782692
2462030,7576952.342812146,1314051.0168941137
2462037,7600532.784499341,1300833.040359146
2462075,7606457.717430017,1340011.6620312377
2462902,7594738.578842718,1392416.1492032735
2462908,7534997.305097617,1380081.3347363502
2462910,7538343.001602065,1354519.0737768163
2462920,7513493.078442087,1418968.7521560853
2463030,7611232.451010525,1285897.726279434
2463060,7598376.138101706,1288799.664392451
2464008,7615367.533575597,1266999.5512148954
2464015,7620015.496059713,1272247.7686494703
2465005,7616418.67569846,1252224.3376081227
2467035,7638813.258778403,1231600.8419091748
2467045,7624720.58443015,1224656.4130896481
2468015,7643059.398573555,1195937.7013725215
2469005,7631836.83741873,1189854.4464260752
2469010,7620715.8395534605,1187848.4356146627
2469017,7628802.7059534285,1197806.197024303
2469037,7611449.9674538085,1193103.9126942495
2469045,7606192.156478487,1183206.8290420156
2469050,7595974.153036717,1177546.2758782622
2469060,7593863.895837833,1184074.649016742
2469070,7587182.391505552,1186505.824110233
2469075,7576378.169093431,1172028.8511044155
2470012,7624960.528432297,1210553.4489319578
2470022,7614427.699224197,1214679.524054731
2470052,7601653.901823859,1207979.3493757036
2471040,7590153.979038728,1209693.2156125675
2471045,7586371.618741715,1213677.353262061
2471083,7592429.233958758,1222363.992214183
2471110,7579087.675203945,1217309.265532875
2471115,7574040.974301353,1211169.6088397815
2471133,7574701.791364688,1225430.4347435418
2472005,7601794.858437413,1243847.0637196861
2472032,7593069.83598167,1232516.9252330153
2473015,7605831.643197567,1255516.6472524174
2473035,7604290.21424111,1267111.7119020347
2474005,7589559.254541081,1249965.9498207632
2476020,7571629.701344613,1254800.8956761837
2476035,7561371.91350675,1258500.3867773202
2476043,7559585.557642738,1243596.602401629
2476052,7542335.0750065,1243054.0921274868
2476065,7540625.873138939,1259756.0527468473
2478055,7555190.60798171,1288604.6075947639
2478060,7537831.41235538,1273676.6632563223
2478100,7548271.655234746,1304557.1809102655
2478102,7533434.977257653,1302464.47634603
2478130,7509411.185808274,1294540.6149599608
2478802,7570094.325346201,1302462.7280482603
2479025,7462814.18108351,1280457.9503144496
2479088,7448118.909218595,1312948.2596164295
2479097,7441347.149014013,1343632.2077963378
2479910,7472831.8546299115,1438970.3090629205
2479926,7408661.777384267,1358955.6373450335
2480015,7526099.778793225,1242915.4694184551
2480037,7516731.337642844,1229533.6309697784
2480045,7511898.7507331595,1223683.3881812606
2480055,7503710.5005167145,1222635.727035532
2480078,7503303.109283439,1241937.0298348449
2480090,7490651.1926798485,1251686.02132805
2481017,7472235.375187998,1199010.6977992412
2482005,7483224.999152036,1218815.54197025
2482020,7458607.816961862,1203235.324458772
2482030,7434422.530484624,1197948.1565732094
2483010,7433677.656638021,1228692.9614040072
2483015,7428513.628805656,1241506.3522752027
2483032,7432497.902461972,1258761.3364899773
2483050,7432966.459494525,1272128.3922449378
2483088,7419115.674848968,1310438.2155104268
2483904,7398827.959533451,1351808.4503249303
2484005,7415480.37328219,1192014.0262690366
2484015,7402272.946956592,1197119.310976809
2484040,7392154.6552974945,1212050.8891038522
2484065,7395633.630209555,1230753.6196807045
2484095,7340864.605581768,1233806.7991460564
2484100,7294766.075749266,1245873.9233982435
2485045,7133575.078437793,1349245.8731342116
2485065,7191104.124537895,1349741.1440172093
2485075,7176396.666515869,1369566.41533367
2486042,7163857.90386641,1431098.0178974057
2487005,7132975.295738719,1463665.8418519227
2487015,7119170.516091195,1473167.6800850239
2487025,7128372.643803534,1485122.79180771
2487042,7152790.688244737,1502560.5650242488
2487058,7137326.143405654,1496697.5398436438
2487075,7110789.7995057935,1494877.2646688877
2487090,7123931.370193854,1501289.9500885906
2487095,7122228.208313055,1512983.3374839737
2488030,7234988.381968405,1480207.1654452833
2488045,7200379.137916649,1468498.3565499512
2488055,7215249.361363003,1497268.182873839
2488085,7187261.624370007,1489356.3802629435
2488904,7184303.911816105,1518655.2615364147
2489015,7219872.525271056,1445004.2416703815
2490012,7522080.8738747435,1509796.9141389376
2491020,7647010.962830731,1567755.5117270094
2491902,7538097.452096818,1610076.3534048393
2492030,7605399.046692671,1636188.507683817
2492040,7597500.299592412,1623792.1344671345
2492050,7584065.991477075,1635223.8429714523
2492902,7612669.034728806,1782772.6824568762
2493042,7666428.857824868,1618226.5960200657
2493070,7647372.154664742,1627682.4490737158
2493904,7683587.062647925,1551431.154220002
2493906,7691094.402529125,1564076.0597455942
2494068,7712847.28985011,1607857.178940601
2494205,7768255.2997534415,1604001.820648002
2494235,7737511.757633605,1626908.1744253226
2494926,7759269.3967853645,1586483.4365905644
2494928,7711563.187737016,1581878.5791432485
2494930,7675067.733613138,1830376.739222754
2495018,7834330.558678952,1679191.4187054692
2496020,7799520.8266843185,1878595.76197306
2497022,7773616.690877187,2124297.5299254325
2498045,8204840.963032412,2140402.4283867953
3501005,7564677.59804891,1187695.8468318202
3501011,7541753.540352415,1168411.6272983102
3501020,7517810.778350997,1147772.3673998103
3501030,7505729.736553625,1160614.6881422086
3501042,7530108.622056605,1180986.8120725104
3501050,7551253.338083187,1203764.569578469
3502001,7561331.918873546,1225303.51833011
3502010,7544740.408098906,1227012.7644910533
3502023,7523704.103716806,1219284.1319686887
3502025,7526692.384851137,1201288.1561589995
3502036,7506925.258212325,1206858.904315838
3502048,7505060.307736841,1182070.8472864637
3506008,7468868.062456293,1175055.1645045197
3507004,7502916.639761715,1130914.875855916
3507006,7494452.737819515,1118052.7513421108
3507014,7478976.8705521,1108233.2581341555
3507017,7483013.159830006,1088852.4216181089
3507021,7468550.057377408,1077020.1548537589
3507040,7450522.271755721,1099506.807367379
3507042,7474379.473942401,1097101.111556018
3507052,7477268.075879301,1125953.5363346406
3507065,7487678.734322373,1142215.9480949615
3509001,7464145.021535159,1135138.191783108
3509010,7444962.8254999,1129634.8602164034
3509015,7433233.203115755,1113363.1269250263
3509024,7450696.927528053,1146469.3054049253
3509030,7430279.325524501,1160315.150176026
3509039,7416584.393831625,1138646.6445945648
3510005,7452988.977852643,1043248.431576461
3510010,7442924.955611606,1054059.9998103143
3510020,7431452.364368523,1073637.6493490373
3510035,7404012.713272989,1091153.1242696976
3510045,7387709.191359339,1118581.5002210313
3511005,7420927.845238654,1040357.8816940426
3511015,7403012.030106957,1034717.1331768071
3511030,7399840.659220014,1061641.164471707
3511035,7362311.085753437,1107594.6324105428
3512001,7386221.308748313,1035762.5579167126
3512005,7372765.199604927,1029064.6282167585
3512015,7356929.537310636,1018376.2259274999
3512020,7350724.415721761,1039420.0019225266
3512026,7362115.827843171,1046721.5138544857
3512030,7366367.880671771,1069666.073344906
3512036,7352554.924353825,1064174.5314946198
3512046,7334725.39795849,1064701.7364225457
3512061,7327831.476101109,1096839.3162234158
3512065,7328632.766125223,1124681.393658044
3512076,7305063.990401858,1130178.0800834363
3513020,7388593.641802507,1005990.848438001
3514004,7344712.569855685,1007640.1556925727
3514014,7336160.258115468,1001659.3599056022
3514019,7309934.475034121,992280.3001092859
3514024,7322222.730526441,1001145.7924542011
3514045,7333766.701801666,1025840.470135041
3515003,7319109.250455731,1028633.8342356503
3515005,7304441.474465983,1013437.7317275641
3515023,7308230.31050139,1038964.9080477278
3516010,7250792.8137031915,1034098.7540990704
3518001,7240740.880841611,961913.9611921655
3518009,7251141.860826619,964152.9082498627
3518013,7258895.372897383,969907.4039091053
3518017,7276119.429818977,977045.8019555412
3518020,7251507.394447985,988446.0801594217
3518029,7230193.009732259,983521.040250562
3518039,7232281.393918318,1010355.0268705299
3519028,7206086.760160108,946271.4695739188
3519036,7226859.374797509,955553.2205990661
3519044,7221659.440403693,969758.0132867201
3519048,7213554.679503727,961714.8086543152
3519049,7199485.813608395,961112.7158391806
3519054,7212073.023391497,982519.8684755415
3519070,7211999.769081748,1003980.1914700685
3520005,7222598.410919136,936757.6485084476
3521010,7198653.840417602,923733.2287614552
3521024,7178554.674436249,942383.5522192707
3522001,7150912.128370125,936641.9210163844
3522008,7148988.7657942735,952040.5737060752
3522012,7162074.3204133585,958356.3172033142
3522016,7155257.559050205,977350.129786864
3522019,7141071.175592239,969927.8516732276
3523001,7164660.886238104,894996.0342819298
3523009,7156098.412181484,908251.7468954584
3523017,7163581.706990611,927491.8340649371
3523025,7142098.48751896,920203.3367388367
3523033,7118841.637287007,918301.572513859
3523043,7098964.806923974,935078.5927356222
3523050,7123185.715211439,939327.619251352
3524001,7201516.506031743,901267.4863398592
3524002,7193116.008114259,891022.201344116
3524009,7182061.778213805,904813.1418306857
3524015,7180148.971540296,916612.716034834
3525005,7186520.591027849,874745.7101420091
3526003,7270451.851359072,852262.9295048317
3526014,7239640.864923442,848230.8274018794
3526021,7222410.940793347,860268.0959856327
3526028,7242425.398972721,861018.4211462468
3526037,7251361.418912809,862232.3931527915
3526043,7260943.654522257,865985.18205107
3526053,7246404.687351119,876065.87205742
3526057,7233093.591871719,871323.277288605
